motif,tsubset,coef,se
14-3-3,Naive,-4.82565833914389,0.3235590951913795
BIR,Naive,1.2312881808709406,0.23696029900826518
CYCLIN,Naive,-2.3019086274333422,0.20205574286404845
FHA,Naive,-8.163573401757908,0.45551546441649177
LIR,Naive,-1.9545382097149755,0.2611489326813232
MAPK,Naive,-3.1380207335689407,0.2780417545499866
PDZ,Naive,6.710983751375312,0.4672987540506968
PP2A,Naive,5.670010156823857,0.4329524724911158
PP4,Naive,-0.7660526005513602,0.24837125193597911
SH2,Naive,1.4521951660928867,0.1812145328350233
SH3,Naive,3.7164237119092545,0.3099604777121317
SUMO,Naive,0.986244198046507,0.2556764539660036
TRAF6,Naive,-0.13685782458524404,0.33263532110308636
USP7,Naive,0.45537830596795126,0.17396955620970353
WD40,Naive,-0.0703940977425268,0.297047432902894
WRC,Naive,-2.671506187027849,0.3361115481166456
WW,Naive,-2.443165771748539,0.18968689197112945
14-3-3,CM,-3.5196016774368966,0.34083731971761866
BIR,CM,0.8762541215306694,0.2482813890681233
CYCLIN,CM,-1.3966943226848292,0.22390726326293697
FHA,CM,-7.49123040264641,0.5587000180696466
LIR,CM,-2.467826254320384,0.30264392346824914
MAPK,CM,-1.9339348267286591,0.31667165789513213
PDZ,CM,6.5898532049143,0.5799744248031747
PP2A,CM,4.244697469309617,0.5336518497229875
PP4,CM,-1.0086363609692781,0.29308048653321106
SH2,CM,2.701671471711818,0.2062563590601361
SH3,CM,1.7987533497629844,0.34130710502033884
SUMO,CM,1.94207171304215,0.2751109148264658
TRAF6,CM,-0.7583427339880201,0.3734127748748898
USP7,CM,-1.0635850179403865,0.18472687496591475
WD40,CM,-0.8928580980481622,0.3205512065319714
WRC,CM,-2.8726433233703457,0.3804985558544411
WW,CM,-1.260155718446762,0.21766418870571816
14-3-3,EM,-4.2263097892122845,0.3618426331014496
BIR,EM,1.2449470477423703,0.2636758306902403
CYCLIN,EM,-1.9584684094565146,0.23711183598233382
FHA,EM,-7.869209441436797,0.5945762929361799
LIR,EM,-2.8801842526003827,0.3218032516168971
MAPK,EM,-2.5530856728027076,0.33604088702577983
PDZ,EM,7.304458150522318,0.617699512987998
PP2A,EM,5.364932865038235,0.5686524335465555
PP4,EM,-1.5022891980210904,0.3091445918419714
SH2,EM,2.8501537467455647,0.21942299437536722
SH3,EM,2.2986621904296975,0.362898056269087
SUMO,EM,1.396225385823756,0.29088575569932446
TRAF6,EM,-1.3153399794364964,0.39641529707585366
USP7,EM,-0.8395901149358213,0.19611786580375468
WD40,EM,-0.28837761132825757,0.3405028626557512
WRC,EM,-2.762199896096656,0.4052093344107894
WW,EM,-1.4247737810186905,0.22908348256744518
14-3-3,High,-3.9133827014381763,0.268148396136408
BIR,High,0.9454087313868583,0.1960703560587436
CYCLIN,High,-1.788609315202561,0.17916303466133565
FHA,High,-7.178732616375063,0.4137221272769224
LIR,High,-2.3548812934511627,0.23048020933944952
MAPK,High,-2.5005090503774623,0.2449193447935033
PDZ,High,6.240734147417774,0.427792074096617
PP2A,High,4.422429712239697,0.3958604548329659
PP4,High,-1.6934766188350203,0.2239571106369237
SH2,High,2.4300485807177306,0.15930924002881375
SH3,High,2.131041607133373,0.263006961816207
SUMO,High,1.3334339498716137,0.2180600918049016
TRAF6,High,-0.9363810814977539,0.28792237226546635
USP7,High,-0.6331109925199092,0.1469880074808432
WD40,High,-0.491213026070095,0.2506372421041672
WRC,High,-2.4101104180953716,0.2900743431429533
WW,High,-1.3767532125902138,0.1672488764226497
14-3-3,Low,-4.566344795710627,0.27438784432525865
BIR,Low,1.2599119174775772,0.20001377076016894
CYCLIN,Low,-1.8113751874525532,0.1701823781518039
FHA,Low,-8.609324417858165,0.4407415442403041
LIR,Low,-2.3553883505653777,0.2380967018296871
MAPK,Low,-2.578038635959493,0.2473730930188927
PDZ,Low,7.598118377656401,0.45718945913393755
PP2A,Low,5.715336654925432,0.4196896675510141
PP4,Low,-0.22612741871795225,0.2243458105529848
SH2,Low,2.0383509313802635,0.16158950175938316
SH3,Low,3.3085019695851234,0.2736014338393125
SUMO,Low,1.6044699232742012,0.21515656431600677
TRAF6,Low,-0.1791176223484054,0.29404789307081675
USP7,Low,-0.2094619289902443,0.14637483089885633
WD40,Low,-0.3930135365172137,0.2556691603457645
WRC,Low,-3.031393093108533,0.30397930350913516
WW,Low,-2.2662864784308483,0.1672239934820425
